MUDA DE CAJU             ;CAJUEIRO ANÃO       ;12662;PALHANO-CE                                        ;2310001                       ;CE        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,0
OLEO DE SOJA             ;REFINADO            ;11871;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;NORDESTE       ;2025;12;VAREJO                                                      ;9,58
OLEO DE SOJA             ;REFINADO            ;11871;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;NORDESTE       ;2025;12;ATACADO                                                     ;9,0
OLEO DE SOJA             ;REFINADO            ;11871;BELO HORIZONTE-MG                                 ;3106200                       ;MG        ;SUDESTE        ;2025;12;ATACADO                                                     ;8,68
OLEO DE SOJA             ;REFINADO            ;11871;BELO HORIZONTE-MG                                 ;3106200                       ;MG        ;SUDESTE        ;2025;12;VAREJO                                                      ;9,0
OLEO DE SOJA             ;REFINADO            ;11871;CAMPO GRANDE-MS                                   ;5002704                       ;MS        ;CENTRO-OESTE   ;2025;12;VAREJO                                                      ;8,92
OLEO DE SOJA             ;REFINADO            ;11871;CAMPO GRANDE-MS                                   ;5002704                       ;MS        ;CENTRO-OESTE   ;2025;12;ATACADO                                                     ;8,35
OLEO DE SOJA             ;REFINADO            ;11871;CUIABÁ-MT                                         ;5103403                       ;MT        ;CENTRO-OESTE   ;2025;12;ATACADO                                                     ;8,58
OLEO DE SOJA             ;REFINADO            ;11871;CUIABÁ-MT                                         ;5103403                       ;MT        ;CENTRO-OESTE   ;2025;12;VAREJO                                                      ;9,27
OLEO DE SOJA             ;REFINADO            ;11871;BELÉM-PA                                          ;1501402                       ;PA        ;NORTE          ;2025;12;VAREJO                                                      ;11,04
OLEO DE SOJA             ;REFINADO            ;11871;BELÉM-PA                                          ;1501402                       ;PA        ;NORTE          ;2025;12;ATACADO                                                     ;10,02
OLEO DE SOJA             ;REFINADO            ;11871;JOÃO PESSOA-PB                                    ;2507507                       ;PB        ;NORDESTE       ;2025;12;ATACADO                                                     ;10,16
OLEO DE SOJA             ;REFINADO            ;11871;JOÃO PESSOA-PB                                    ;2507507                       ;PB        ;NORDESTE       ;2025;12;VAREJO                                                      ;10,96
OLEO DE SOJA             ;REFINADO            ;11871;RECIFE-PE                                         ;2611606                       ;PE        ;NORDESTE       ;2025;12;VAREJO                                                      ;11,36
OLEO DE SOJA             ;REFINADO            ;11871;RECIFE-PE                                         ;2611606                       ;PE        ;NORDESTE       ;2025;12;ATACADO                                                     ;10,31
OLEO DE SOJA             ;REFINADO            ;11871;TERESINA-PI                                       ;2211001                       ;PI        ;NORDESTE       ;2025;12;VAREJO                                                      ;10,43
OLEO DE SOJA             ;REFINADO            ;11871;TERESINA-PI                                       ;2211001                       ;PI        ;NORDESTE       ;2025;12;ATACADO                                                     ;9,58
OLEO DE SOJA             ;REFINADO            ;11871;CURITIBA-PR                                       ;4106902                       ;PR        ;SUL            ;2025;12;VAREJO                                                      ;8,91
